kilavuz_kodu,yil,universite_adi,birim_adi,2024_gerceklesen_siralama,2025_gerceklesen_siralama,2026_tahmini_siralama,2026_guven_alt_sinir,2026_guven_ust_sinir,tahmini_siralama_degisimi
100110045,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,İngilizce Öğretmenliği,16262.0,14400.0,16877,12044,178428,-2477.0
100110054,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Okul Öncesi Öğretmenliği,18705.0,17920.0,18457,13132,196351,-537.0
100110063,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Rehberlik ve Psikolojik Danışmanlık,121306.0,117019.0,116816,94847,251996,203.0
100110072,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Sınıf Öğretmenliği,103133.0,91480.0,91600,76350,234113,-120.0
100110081,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Sosyal Bilgiler Öğretmenliği,90523.0,132039.0,86352,65020,242971,45687.0
100110099,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Türkçe Öğretmenliği,33653.0,51652.0,35905,21937,213493,15747.0
100110115,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Biyoloji (İngilizce),405419.0,375034.0,400517,311635,582820,-25483.0
100110124,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Fizik (İngilizce),414253.0,374650.0,417698,326979,603067,-43048.0
100110133,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Kimya (İngilizce),323586.0,291443.0,300074,256337,467585,-8631.0
100110142,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Matematik (İngilizce),319613.0,302060.0,305537,255650,456163,-3477.0
100110151,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Psikoloji,96780.0,87338.0,77508,68696,226083,9830.0
100110169,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Sosyoloji,673436.0,579816.0,562727,436293,756765,17089.0
100110178,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Tarih,240315.0,231666.0,271972,179162,400257,-40306.0
100110187,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Türk Dili ve Edebiyatı,160885.0,197383.0,167907,111544,285734,29476.0
100110196,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,İktisat,696363.0,433850.0,541681,426802,815476,-107831.0
100110203,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,İşletme,589863.0,373474.0,470633,371040,751001,-97159.0
100110212,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Kamu Yönetimi,728507.0,522432.0,548533,466154,808208,-26101.0
100110221,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Uluslararası İlişkiler,493625.0,331208.0,380625,307450,639572,-49417.0
100110257,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Tıp,20156.0,17908.0,18474,16690,188772,-566.0
100110399,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Makine Mühendisliği,163603.0,136931.0,137636,130041,256700,-705.0
100110406,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Mimarlık,233631.0,209521.0,217525,177354,336440,-8004.0
100110415,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Elektrik-Elektronik Mühendisliği,136801.0,112238.0,119305,105220,241644,-7067.0
100110433,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Diş Hekimliği,36548.0,31172.0,31815,30982,191810,-643.0
100110451,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Maliye,554406.0,355760.0,438518,369959,657614,-82758.0
100110478,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,İlahiyat,260106.0,316975.0,218351,161006,351938,98624.0
100110503,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Tarla Bitkileri,574984.0,547962.0,533224,453963,699704,14738.0
100110512,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Kamu Yönetimi (KKTC Uyruklu),1643810.0,1053633.0,1418188,809130,1852962,-364555.0
100110618,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Bitki Koruma,406626.0,381962.0,381663,313723,584617,299.0
100110627,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Kanatlı Hayvan Yetiştiriciliği,698388.0,649037.0,665208,504551,853292,-16171.0
100110636,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Gazetecilik,484930.0,295824.0,369458,282420,575567,-73634.0
100110645,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Bilgisayar Mühendisliği,87188.0,98583.0,88278,64489,226267,10305.0
100110654,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Pazarlama,1067172.0,824809.0,867640,725376,1054806,-42831.0
100110663,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Uluslararası Ticaret ve Lojistik,550069.0,416111.0,459514,388462,723597,-43403.0
100110672,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Özel Eğitim Öğretmenliği,8093.0,6642.0,11079,4694,195880,-4437.0
100110681,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Bahçe Bitkileri,548763.0,525393.0,510633,425083,676269,14760.0
100110706,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Halkla İlişkiler ve Tanıtım,354284.0,206138.0,306080,216941,452169,-99942.0
100150035,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Kooperatifçilik,1820992.0,1513871.0,1610166,1033540,1718971,-96295.0
100150071,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Turizm ve Otel İşletmeciliği,1447380.0,1020061.0,1063086,804238,1333139,-43025.0
100150132,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Kimya Teknolojisi,1389341.0,958109.0,1003896,779711,1264860,-45787.0
100150195,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Bilgisayar Programcılığı,875744.0,817435.0,774910,618170,869581,42525.0
100150202,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Aşçılık,759472.0,725045.0,654283,522233,754729,70762.0
100150423,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Deri Teknolojisi,2082086.0,1581303.0,1710534,1127165,1757794,-129231.0
100150432,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Tekstil Teknolojisi,1865900.0,1703349.0,1628815,1032200,1728240,74534.0
100150441,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Muhasebe ve Vergi Uygulamaları,1421667.0,956461.0,992114,791710,1327160,-35653.0
100150459,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Muhasebe ve Vergi Uygulamaları,1732470.0,1330796.0,1342078,976943,1551255,-11282.0
100150468,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Otomotiv Teknolojisi,1052484.0,843710.0,907053,738193,1050327,-63343.0
100150477,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Otomotiv Teknolojisi,1338471.0,1082392.0,1063177,825126,1253441,19215.0
100150486,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,İşletme Yönetimi,1508796.0,1054175.0,1073914,836904,1428294,-19739.0
100150495,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,İşletme Yönetimi,1805434.0,1440296.0,1460838,1001973,1581016,-20542.0
100150502,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,İşletme Yönetimi,1813429.0,1519103.0,1508611,1016975,1619404,10492.0
100150511,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Kümes Hayvanları Yetiştiriciliği,1842927.0,1614467.0,1632485,1005471,1757812,-18018.0
100150538,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Bilgisayar Programcılığı,660491.0,584714.0,590509,475264,661962,-5795.0
100150556,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Ayakkabı Tasarım ve Üretimi,1923960.0,1719979.0,1707249,1061059,1782146,12730.0
100150592,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Turizm ve Otel İşletmeciliği,1639740.0,1303115.0,1357090,972164,1509397,-53975.0
100150608,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,İnşaat Teknolojisi,1612058.0,1160820.0,1312722,941329,1541914,-151902.0
100150617,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Lojistik,1558582.0,1292834.0,1330800,944859,1564008,-37966.0
100150635,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Gıda Kalite Kontrolü ve Analizi,1601872.0,1392409.0,1340844,937438,1488674,51565.0
100150644,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Dış Ticaret,1581760.0,1300787.0,1297545,937251,1532675,3242.0
100150689,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Mimari Restorasyon,1799740.0,1339713.0,1389023,934984,1583255,-49310.0
100150705,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Ormancılık ve Orman Ürünleri,852167.0,711713.0,696230,597392,823886,15483.0
100150714,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Ağız ve Diş Sağlığı,505883.0,414112.0,424299,361544,542839,-10187.0
100150723,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Tıbbi Görüntüleme Teknikleri,488618.0,370789.0,394597,351246,499408,-23808.0
100150768,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Bankacılık ve Sigortacılık,1236219.0,854305.0,892004,737080,1215704,-37699.0
100150777,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,İç Mekan Tasarımı,1245307.0,1026007.0,1065995,804143,1205340,-39988.0
100150786,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Moda Tasarımı,1519860.0,1334283.0,1241226,883466,1411245,93057.0
100150811,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Elektrik,1124337.0,862410.0,909727,751418,1167972,-47317.0
100150829,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Elektronik Teknolojisi,1217812.0,942144.0,996370,789886,1297219,-54226.0
100150838,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Sosyal Hizmetler,1328244.0,1024114.0,1033016,808549,1236890,-8902.0
100150847,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Sosyal Güvenlik,1570177.0,1386181.0,1314555,923284,1478606,71626.0
100150856,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Posta Hizmetleri,1972669.0,1757263.0,1732772,1109338,1796142,24491.0
100150865,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Grafik Tasarımı,869482.0,772477.0,758872,608748,837383,13605.0
100150874,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Çocuk Gelişimi,899499.0,684920.0,679097,568763,810671,5823.0
100190120,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,"Radyo, Televizyon ve Sinema",334292.0,200446.0,247183,192747,398899,-46737.0
100190121,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Tohum Bilimi ve Teknolojisi,652685.0,612588.0,611295,483059,776425,1293.0
100190122,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Tıbbi Dokümantasyon ve Sekreterlik,538045.0,461650.0,461539,422636,573959,111.0
100190150,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Laborant ve Veteriner Sağlık,913508.0,796255.0,810696,638119,888112,-14441.0
100190151,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Turizm Rehberliği,48013.0,40202.0,41313,38946,184097,-1111.0
100190152,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Tekstil Teknolojisi,1824216.0,1577265.0,1559741,1030281,1658942,17524.0
100190153,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Hemşirelik,167290.0,141094.0,145850,136053,254988,-4756.0
100190154,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Gastronomi ve Mutfak Sanatları (Mengen),57281.0,41663.0,60153,34246,222171,-18490.0
100190155,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Turizm İşletmeciliği,796212.0,606333.0,685134,565254,893389,-78801.0
100190156,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Fizyoterapi ve Rehabilitasyon,285809.0,241789.0,237351,188779,374676,4438.0
100190168,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Peyzaj ve Süs Bitkileri Yetiştiriciliği,1749723.0,1464334.0,1526553,1032079,1649216,-62219.0
100190169,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Makine Resim ve Konstrüksiyonu,1517399.0,1315718.0,1294181,909965,1465120,21537.0
100190170,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,İnşaat Mühendisliği,277884.0,229036.0,243456,193990,392611,-14420.0
100190171,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Finans ve Bankacılık,783459.0,623284.0,656414,553507,928964,-33130.0
100190173,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,İnsan Kaynakları Yönetimi,1156853.0,921484.0,952496,766706,1204742,-31012.0
100190174,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Sağlık Kurumları İşletmeciliği,1153959.0,918058.0,912222,748705,1107791,5836.0
100190175,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Sivil Savunma ve İtfaiyecilik,918885.0,780284.0,795571,642982,927030,-15287.0
100190208,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Hukuk,41263.0,20927.0,31290,17723,206167,-10363.0
100190209,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,İlahiyat (M.T.O.K.),325225.0,338912.0,441383,252309,607720,-102471.0
100190214,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Özel Güvenlik ve Koruma,1458716.0,1323363.0,1245719,895348,1421945,77644.0
100190215,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,İlk ve Acil Yardım,434281.0,350006.0,370661,320383,450703,-20655.0
100190222,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Biyoloji (İngilizce) (KKTC Uyruklu),401343.0,440653.0,456989,260571,878098,-16336.0
100190229,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Beslenme ve Diyetetik,253897.0,240764.0,222555,193230,363798,18209.0
100190243,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Gıda Teknolojisi,1268368.0,960974.0,1046077,780122,1125831,-85103.0
100190250,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Pastacılık ve Ekmekçilik,1159382.0,884242.0,987454,742637,1120941,-103212.0
100190257,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Bitki Koruma,1815323.0,1673604.0,1580519,1010815,1666140,93085.0
100190271,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,İngiliz Dili ve Edebiyatı (İngilizce),28614.0,22247.0,24899,17720,177033,-2652.0
100190278,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,İngilizce Mütercim ve Tercümanlık,22779.0,20542.0,21352,16804,179985,-810.0
100190285,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Ekonometri,853307.0,581568.0,712661,538417,911488,-131093.0
100190292,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,Görsel İletişim Tasarımı,227660.0,135921.0,199404,136281,315044,-63483.0
100210035,2025,ADIYAMAN ÜNİVERSİTESİ,Sınıf Öğretmenliği,121544.0,103963.0,118383,95708,246679,-14420.0
100210044,2025,ADIYAMAN ÜNİVERSİTESİ,Sosyal Bilgiler Öğretmenliği,121109.0,154499.0,131480,77880,266332,23019.0
100210053,2025,ADIYAMAN ÜNİVERSİTESİ,Matematik,442119.0,425215.0,402129,328621,610398,23086.0
100210062,2025,ADIYAMAN ÜNİVERSİTESİ,Türk Dili ve Edebiyatı,292780.0,452882.0,278593,210189,395429,174289.0
100210071,2025,ADIYAMAN ÜNİVERSİTESİ,Ebelik,241346.0,207892.0,220428,192254,356706,-12536.0
100210089,2025,ADIYAMAN ÜNİVERSİTESİ,Hemşirelik,169928.0,136635.0,146934,138682,259237,-10299.0
100210098,2025,ADIYAMAN ÜNİVERSİTESİ,Okul Öncesi Öğretmenliği,19886.0,20111.0,20756,14085,188862,-645.0
100210105,2025,ADIYAMAN ÜNİVERSİTESİ,Rehberlik ve Psikolojik Danışmanlık,166080.0,181883.0,158234,129215,277185,23649.0
100210114,2025,ADIYAMAN ÜNİVERSİTESİ,Türkçe Öğretmenliği,43586.0,55831.0,45554,28201,208120,10277.0
100210132,2025,ADIYAMAN ÜNİVERSİTESİ,Sanat Tarihi,811103.0,780272.0,730769,539538,892804,49503.0
100210141,2025,ADIYAMAN ÜNİVERSİTESİ,Sosyoloji,909159.0,898187.0,796209,631959,981396,101978.0
100210168,2025,ADIYAMAN ÜNİVERSİTESİ,Tıp,28704.0,24911.0,26707,24004,189970,-1796.0
100210177,2025,ADIYAMAN ÜNİVERSİTESİ,Biyoloji,465743.0,614068.0,424704,352765,637053,189364.0
100210186,2025,ADIYAMAN ÜNİVERSİTESİ,Tarih,383488.0,466510.0,390661,276986,543286,75849.0
100210195,2025,ADIYAMAN ÜNİVERSİTESİ,İktisat,1232433.0,986112.0,1061017,771319,1172602,-74905.0
100210202,2025,ADIYAMAN ÜNİVERSİTESİ,İşletme,1081884.0,805034.0,922334,714347,1075184,-117300.0
100210283,2025,ADIYAMAN ÜNİVERSİTESİ,Arapça Öğretmenliği,71983.0,80798.0,69548,55418,263116,11250.0
100210317,2025,ADIYAMAN ÜNİVERSİTESİ,Arkeoloji,1257187.0,1104805.0,1098518,791980,1206356,6287.0
100210353,2025,ADIYAMAN ÜNİVERSİTESİ,Eczacılık,58656.0,51361.0,55725,47014,200438,-4364.0
100210362,2025,ADIYAMAN ÜNİVERSİTESİ,Diş Hekimliği,44017.0,36609.0,40898,35138,196681,-4289.0
100250034,2025,ADIYAMAN ÜNİVERSİTESİ,Kooperatifçilik,1940384.0,1717489.0,1687986,1072825,1755343,29503.0
100250043,2025,ADIYAMAN ÜNİVERSİTESİ,Mimari Dekoratif Sanatlar,1866925.0,1558271.0,1633281,1057074,1723728,-75010.0
100250052,2025,ADIYAMAN ÜNİVERSİTESİ,Mobilya ve Dekorasyon,1859158.0,1626894.0,1600841,1047564,1683573,26053.0
100250079,2025,ADIYAMAN ÜNİVERSİTESİ,Pazarlama,1857939.0,1563487.0,1568531,1044073,1651308,-5044.0
100250104,2025,ADIYAMAN ÜNİVERSİTESİ,Turizm ve Otel İşletmeciliği,1641478.0,1320764.0,1367112,962095,1503607,-46348.0
100250194,2025,ADIYAMAN ÜNİVERSİTESİ,Harita ve Kadastro,1448392.0,1214414.0,1227719,877482,1417306,-13305.0
100250228,2025,ADIYAMAN ÜNİVERSİTESİ,Tarla Bitkileri,1800872.0,1563568.0,1513397,1028345,1587901,50171.0
100250246,2025,ADIYAMAN ÜNİVERSİTESİ,Çocuk Gelişimi,793579.0,717944.0,699628,577815,801775,18316.0
100250264,2025,ADIYAMAN ÜNİVERSİTESİ,Elektrik,1102085.0,895813.0,940591,768583,1263009,-44778.0
100250273,2025,ADIYAMAN ÜNİVERSİTESİ,Gıda Teknolojisi,1674961.0,1415416.0,1386926,990916,1514590,28490.0
100250291,2025,ADIYAMAN ÜNİVERSİTESİ,Aşçılık,1052406.0,941648.0,941007,728286,1058767,641.0
100250352,2025,ADIYAMAN ÜNİVERSİTESİ,Sondaj Teknolojisi,1655505.0,1273925.0,1434087,969894,1569193,-160162.0
100250361,2025,ADIYAMAN ÜNİVERSİTESİ,Muhasebe ve Vergi Uygulamaları,1498839.0,1136261.0,1235954,905169,1418905,-99693.0
100250388,2025,ADIYAMAN ÜNİVERSİTESİ,Muhasebe ve Vergi Uygulamaları,1899719.0,1589681.0,1589449,1016661,1693661,232.0
100250397,2025,ADIYAMAN ÜNİVERSİTESİ,Muhasebe ve Vergi Uygulamaları,1820266.0,1572555.0,1529218,1038694,1631712,43337.0
100250404,2025,ADIYAMAN ÜNİVERSİTESİ,İşletme Yönetimi,1706294.0,1437063.0,1404539,995368,1558399,32524.0
100250422,2025,ADIYAMAN ÜNİVERSİTESİ,İşletme Yönetimi,1939827.0,1619846.0,1630185,1028351,1723303,-10339.0
100250431,2025,ADIYAMAN ÜNİVERSİTESİ,İnşaat Teknolojisi,1375300.0,1070051.0,1141535,873154,1366268,-71484.0
100250476,2025,ADIYAMAN ÜNİVERSİTESİ,Bilgisayar Programcılığı,1587959.0,1425590.0,1355788,952201,1491169,69802.0
100250485,2025,ADIYAMAN ÜNİVERSİTESİ,Bilgisayar Programcılığı,1469280.0,1319998.0,1281072,887649,1404962,38926.0
100250494,2025,ADIYAMAN ÜNİVERSİTESİ,Bilgisayar Programcılığı,987226.0,922057.0,876480,682820,972174,45577.0
100250519,2025,ADIYAMAN ÜNİVERSİTESİ,Makine,1463454.0,1163081.0,1240735,910608,1433335,-77654.0
100250591,2025,ADIYAMAN ÜNİVERSİTESİ,Büro Yönetimi ve Yönetici Asistanlığı,1673421.0,1335686.0,1371850,992241,1595797,-36164.0
100250607,2025,ADIYAMAN ÜNİVERSİTESİ,Tıbbi Laboratuvar Teknikleri,545896.0,468977.0,467156,419744,544082,1821.0
100250616,2025,ADIYAMAN ÜNİVERSİTESİ,Patoloji Laboratuvar Teknikleri,664880.0,559221.0,582989,497809,706112,-23768.0
100250625,2025,ADIYAMAN ÜNİVERSİTESİ,Laborant ve Veteriner Sağlık,1083122.0,1022025.0,963469,761526,1091578,58556.0
100250634,2025,ADIYAMAN ÜNİVERSİTESİ,Giyim Üretim Teknolojisi,1894869.0,1669435.0,1639994,1030631,1729894,29441.0
100250652,2025,ADIYAMAN ÜNİVERSİTESİ,Bankacılık ve Sigortacılık,1653616.0,1419503.0,1337945,969625,1476574,81558.0
100250679,2025,ADIYAMAN ÜNİVERSİTESİ,Kimya Teknolojisi,1709177.0,1322778.0,1345634,974957,1503881,-22856.0
100250697,2025,ADIYAMAN ÜNİVERSİTESİ,Dış Ticaret,1711752.0,1493473.0,1434266,1003414,1578259,59207.0
100250713,2025,ADIYAMAN ÜNİVERSİTESİ,Bahçe Tarımı,1915628.0,1698630.0,1675867,1075839,1737242,22763.0
100250722,2025,ADIYAMAN ÜNİVERSİTESİ,Turizm ve Seyahat Hizmetleri,1790233.0,1547029.0,1494315,1029602,1624238,52714.0
100250731,2025,ADIYAMAN ÜNİVERSİTESİ,Optisyenlik,807494.0,678820.0,732997,586250,816385,-54177.0
100250749,2025,ADIYAMAN ÜNİVERSİTESİ,İlk ve Acil Yardım,396314.0,336859.0,374138,308203,455538,-37279.0
100250758,2025,ADIYAMAN ÜNİVERSİTESİ,Özel Güvenlik ve Koruma,1129992.0,1010005.0,995974,766359,1128145,14031.0
100250767,2025,ADIYAMAN ÜNİVERSİTESİ,Lojistik,1862185.0,1658524.0,1616614,1067980,1698343,41910.0
100290057,2025,ADIYAMAN ÜNİVERSİTESİ,İngiliz Dili ve Edebiyatı (İngilizce),53874.0,45504.0,47074,44392,189046,-1570.0
100290058,2025,ADIYAMAN ÜNİVERSİTESİ,İşletme (Besni),1258194.0,1080312.0,1052984,805396,1210271,27328.0
100290059,2025,ADIYAMAN ÜNİVERSİTESİ,Turizm Rehberliği,100994.0,87881.0,95903,80298,349875,-8022.0
100290069,2025,ADIYAMAN ÜNİVERSİTESİ,Özel Eğitim Öğretmenliği,7939.0,6795.0,12868,5859,193035,-6073.0
100290070,2025,ADIYAMAN ÜNİVERSİTESİ,Bankacılık ve Sigortacılık,1764957.0,1439266.0,1435875,1019836,1573118,3391.0
100290086,2025,ADIYAMAN ÜNİVERSİTESİ,Siyaset Bilimi ve Kamu Yönetimi,1212492.0,936890.0,979887,740401,1150618,-42997.0
100290088,2025,ADIYAMAN ÜNİVERSİTESİ,Bitki Koruma,572993.0,536574.0,535524,450310,691849,1050.0
100290095,2025,ADIYAMAN ÜNİVERSİTESİ,Bilgisayar Mühendisliği,262215.0,260902.0,244707,192861,382146,16195.0
100290102,2025,ADIYAMAN ÜNİVERSİTESİ,Bankacılık ve Sigortacılık,1577232.0,1286405.0,1270362,945564,1441342,16043.0
100290116,2025,ADIYAMAN ÜNİVERSİTESİ,Bilgisayar Programcılığı,1523034.0,1343283.0,1307769,912273,1450631,35514.0
100290123,2025,ADIYAMAN ÜNİVERSİTESİ,Büro Yönetimi ve Yönetici Asistanlığı,1686122.0,1339367.0,1386278,995733,1572695,-46911.0
100290130,2025,ADIYAMAN ÜNİVERSİTESİ,İşletme Yönetimi,1787449.0,1580948.0,1489062,1040116,1613317,91886.0
100290137,2025,ADIYAMAN ÜNİVERSİTESİ,Mekatronik,1570298.0,1350800.0,1325003,943629,1489784,25797.0
100290144,2025,ADIYAMAN ÜNİVERSİTESİ,Muhasebe ve Vergi Uygulamaları,1741256.0,1472871.0,1452008,1027895,1591234,20863.0
100290165,2025,ADIYAMAN ÜNİVERSİTESİ,Ebelik (Besni),248537.0,217090.0,217793,188748,359053,-703.0
100290172,2025,ADIYAMAN ÜNİVERSİTESİ,Hemşirelik (Besni),201326.0,165552.0,180616,150553,268912,-15064.0
100290179,2025,ADIYAMAN ÜNİVERSİTESİ,Gastronomi ve Mutfak Sanatları,210306.0,155573.0,186790,133091,292630,-31217.0
100300409,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Aşçılık,906181.0,746769.0,768508,630085,915223,-21739.0
100300423,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,İkram Hizmetleri,1653679.0,1422671.0,1411640,965586,1576913,11031.0
100300430,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Turizm ve Otel İşletmeciliği,1182138.0,847125.0,882339,719765,1197432,-35214.0
100310025,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Okul Öncesi Öğretmenliği,16668.0,16422.0,17404,10312,197568,-982.0
100310034,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Sınıf Öğretmenliği,98928.0,88751.0,89971,73418,233955,-1220.0
100310043,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Sosyal Bilgiler Öğretmenliği,83399.0,123953.0,87530,53589,245828,36423.0
100310052,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Arkeoloji,801016.0,736754.0,703189,554584,881720,33565.0
100310061,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Biyoloji,391608.0,377166.0,377331,300079,547538,-165.0
100310079,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Felsefe,822612.0,761899.0,681286,524105,842071,80613.0
100310088,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Fizik,393913.0,383214.0,396791,306929,589092,-13577.0
100310097,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Fransız Dili ve Edebiyatı (Fransızca),44486.0,38852.0,41451,36440,186784,-2599.0
